impl,dataset,transport,width,height,pixels,scope,metric,value
py,table_320x240,inproc,320,240,76800,stage:traj,p99.9_ns,163673.0
py,table_320x240,inproc,320,240,76800,stage:traj,max_ns,194427.0
py,table_320x240,inproc,320,240,76800,stage:traj,mean_ns,56679.849
py,table_320x240,inproc,320,240,76800,total,p99_ci_low_ns,27447909.0
py,table_320x240,inproc,320,240,76800,total,p99_ci_high_ns,28885577.0
py,table_320x240,inproc,320,240,76800,run,over_budget_fraction,0.0005
py,table_320x240,inproc,320,240,76800,run,distinct_frames,100
py,table_320x240,inproc,320,240,76800,run,timer_overhead_ns,166
py,table_320x240,inproc,320,240,76800,run,ik_iterations_median,9.0
py,table_320x240,inproc,320,240,76800,run,bail_plane_not_found,0
py,table_320x240,inproc,320,240,76800,run,bail_not_graspable,0
py,table_320x240,inproc,320,240,76800,run,bail_ik_not_converged,0
py,table_640x480,inproc,640,480,307200,total,p50_ns,86904711.0
py,table_640x480,inproc,640,480,307200,total,p90_ns,93228126.0
py,table_640x480,inproc,640,480,307200,total,p95_ns,96700444.0
py,table_640x480,inproc,640,480,307200,total,p99_ns,107194451.0
py,table_640x480,inproc,640,480,307200,total,p99.9_ns,153378081.0
py,table_640x480,inproc,640,480,307200,total,max_ns,173476533.0
py,table_640x480,inproc,640,480,307200,total,mean_ns,87963060.874
py,table_640x480,inproc,640,480,307200,total,samples,2000
py,table_640x480,inproc,640,480,307200,stage:decode,p50_ns,10551.0
py,table_640x480,inproc,640,480,307200,stage:decode,p90_ns,12212.0
py,table_640x480,inproc,640,480,307200,stage:decode,p95_ns,16439.0
py,table_640x480,inproc,640,480,307200,stage:decode,p99_ns,48410.0
py,table_640x480,inproc,640,480,307200,stage:decode,p99.9_ns,202172.0
py,table_640x480,inproc,640,480,307200,stage:decode,max_ns,685992.0
py,table_640x480,inproc,640,480,307200,stage:decode,mean_ns,12365.7815
py,table_640x480,inproc,640,480,307200,stage:deproject,p50_ns,10801846.0
py,table_640x480,inproc,640,480,307200,stage:deproject,p90_ns,11599429.0
py,table_640x480,inproc,640,480,307200,stage:deproject,p95_ns,12087072.0
py,table_640x480,inproc,640,480,307200,stage:deproject,p99_ns,13825392.0
py,table_640x480,inproc,640,480,307200,stage:deproject,p99.9_ns,28111785.0
py,table_640x480,inproc,640,480,307200,stage:deproject,max_ns,44204296.0
py,table_640x480,inproc,640,480,307200,stage:deproject,mean_ns,10957776.0245
py,table_640x480,inproc,640,480,307200,stage:transform_crop,p50_ns,11007776.0
py,table_640x480,inproc,640,480,307200,stage:transform_crop,p90_ns,11935023.0
py,table_640x480,inproc,640,480,307200,stage:transform_crop,p95_ns,12560600.0
py,table_640x480,inproc,640,480,307200,stage:transform_crop,p99_ns,15438002.0
py,table_640x480,inproc,640,480,307200,stage:transform_crop,p99.9_ns,31958522.0
py,table_640x480,inproc,640,480,307200,stage:transform_crop,max_ns,36937111.0
py,table_640x480,inproc,640,480,307200,stage:transform_crop,mean_ns,11231009.4795
py,table_640x480,inproc,640,480,307200,stage:plane,p50_ns,62280074.0
py,table_640x480,inproc,640,480,307200,stage:plane,p90_ns,67350874.0
py,table_640x480,inproc,640,480,307200,stage:plane,p95_ns,70180159.0
py,table_640x480,inproc,640,480,307200,stage:plane,p99_ns,78077569.0
py,table_640x480,inproc,640,480,307200,stage:plane,p99.9_ns,114209041.0
py,table_640x480,inproc,640,480,307200,stage:plane,max_ns,149097101.0
py,table_640x480,inproc,640,480,307200,stage:plane,mean_ns,63167954.468
py,table_640x480,inproc,640,480,307200,stage:cluster,p50_ns,595110.0
py,table_640x480,inproc,640,480,307200,stage:cluster,p90_ns,854959.0
py,table_640x480,inproc,640,480,307200,stage:cluster,p95_ns,913964.0
py,table_640x480,inproc,640,480,307200,stage:cluster,p99_ns,1077119.0
py,table_640x480,inproc,640,480,307200,stage:cluster,p99.9_ns,1467288.0
py,table_640x480,inproc,640,480,307200,stage:cluster,max_ns,2175137.0
py,table_640x480,inproc,640,480,307200,stage:cluster,mean_ns,608633.5565
py,table_640x480,inproc,640,480,307200,stage:grasp,p50_ns,461386.0
py,table_640x480,inproc,640,480,307200,stage:grasp,p90_ns,557097.0
py,table_640x480,inproc,640,480,307200,stage:grasp,p95_ns,587950.0
py,table_640x480,inproc,640,480,307200,stage:grasp,p99_ns,693651.0
py,table_640x480,inproc,640,480,307200,stage:grasp,p99.9_ns,1045418.0
py,table_640x480,inproc,640,480,307200,stage:grasp,max_ns,1514838.0
py,table_640x480,inproc,640,480,307200,stage:grasp,mean_ns,468163.3315
py,table_640x480,inproc,640,480,307200,stage:ik,p50_ns,1260282.0
py,table_640x480,inproc,640,480,307200,stage:ik,p90_ns,1946231.0
py,table_640x480,inproc,640,480,307200,stage:ik,p95_ns,2340254.0
py,table_640x480,inproc,640,480,307200,stage:ik,p99_ns,4117226.0
py,table_640x480,inproc,640,480,307200,stage:ik,p99.9_ns,7725079.0
py,table_640x480,inproc,640,480,307200,stage:ik,max_ns,55872005.0
py,table_640x480,inproc,640,480,307200,stage:ik,mean_ns,1454727.2325
py,table_640x480,inproc,640,480,307200,stage:traj,p50_ns,56849.0
py,table_640x480,inproc,640,480,307200,stage:traj,p90_ns,74621.0
py,table_640x480,inproc,640,480,307200,stage:traj,p95_ns,93523.0
py,table_640x480,inproc,640,480,307200,stage:traj,p99_ns,121047.0
py,table_640x480,inproc,640,480,307200,stage:traj,p99.9_ns,354876.0
py,table_640x480,inproc,640,480,307200,stage:traj,max_ns,756368.0
py,table_640x480,inproc,640,480,307200,stage:traj,mean_ns,62431.0
py,table_640x480,inproc,640,480,307200,total,p99_ci_low_ns,103222272.0
py,table_640x480,inproc,640,480,307200,total,p99_ci_high_ns,112341754.0
py,table_640x480,inproc,640,480,307200,run,over_budget_fraction,1.0
py,table_640x480,inproc,640,480,307200,run,distinct_frames,100
py,table_640x480,inproc,640,480,307200,run,timer_overhead_ns,184
py,table_640x480,inproc,640,480,307200,run,ik_iterations_median,9.0
py,table_640x480,inproc,640,480,307200,run,bail_plane_not_found,0
py,table_640x480,inproc,640,480,307200,run,bail_not_graspable,0
py,table_640x480,inproc,640,480,307200,run,bail_ik_not_converged,0
py,table_848x480,inproc,848,480,407040,total,p50_ns,87579741.0
py,table_848x480,inproc,848,480,407040,total,p90_ns,93913524.0
py,table_848x480,inproc,848,480,407040,total,p95_ns,96578254.0
py,table_848x480,inproc,848,480,407040,total,p99_ns,105155903.0
py,table_848x480,inproc,848,480,407040,total,p99.9_ns,121606950.0
py,table_848x480,inproc,848,480,407040,total,max_ns,159869857.0
py,table_848x480,inproc,848,480,407040,total,mean_ns,88525381.877
py,table_848x480,inproc,848,480,407040,total,samples,2000
py,table_848x480,inproc,848,480,407040,stage:decode,p50_ns,12066.0
py,table_848x480,inproc,848,480,407040,stage:decode,p90_ns,14388.0
py,table_848x480,inproc,848,480,407040,stage:decode,p95_ns,17551.0
py,table_848x480,inproc,848,480,407040,stage:decode,p99_ns,45088.0
py,table_848x480,inproc,848,480,407040,stage:decode,p99.9_ns,61733.0
py,table_848x480,inproc,848,480,407040,stage:decode,max_ns,64052.0
py,table_848x480,inproc,848,480,407040,stage:decode,mean_ns,13060.97
py,table_848x480,inproc,848,480,407040,stage:deproject,p50_ns,11370803.0
py,table_848x480,inproc,848,480,407040,stage:deproject,p90_ns,12118692.0
py,table_848x480,inproc,848,480,407040,stage:deproject,p95_ns,12425321.0
py,table_848x480,inproc,848,480,407040,stage:deproject,p99_ns,13244523.0
py,table_848x480,inproc,848,480,407040,stage:deproject,p99.9_ns,16200325.0
py,table_848x480,inproc,848,480,407040,stage:deproject,max_ns,17807750.0
py,table_848x480,inproc,848,480,407040,stage:deproject,mean_ns,11474015.0405
py,table_848x480,inproc,848,480,407040,stage:transform_crop,p50_ns,10725077.0
py,table_848x480,inproc,848,480,407040,stage:transform_crop,p90_ns,11661910.0
py,table_848x480,inproc,848,480,407040,stage:transform_crop,p95_ns,12127639.0
py,table_848x480,inproc,848,480,407040,stage:transform_crop,p99_ns,14624507.0
py,table_848x480,inproc,848,480,407040,stage:transform_crop,p99.9_ns,22447548.0
py,table_848x480,inproc,848,480,407040,stage:transform_crop,max_ns,29102909.0
py,table_848x480,inproc,848,480,407040,stage:transform_crop,mean_ns,10902339.7845
py,table_848x480,inproc,848,480,407040,stage:plane,p50_ns,62759915.0
py,table_848x480,inproc,848,480,407040,stage:plane,p90_ns,67844031.0
py,table_848x480,inproc,848,480,407040,stage:plane,p95_ns,70070737.0
py,table_848x480,inproc,848,480,407040,stage:plane,p99_ns,76651577.0
py,table_848x480,inproc,848,480,407040,stage:plane,p99.9_ns,89705939.0
py,table_848x480,inproc,848,480,407040,stage:plane,max_ns,134657904.0
py,table_848x480,inproc,848,480,407040,stage:plane,mean_ns,63514050.145
py,table_848x480,inproc,848,480,407040,stage:cluster,p50_ns,604298.0
py,table_848x480,inproc,848,480,407040,stage:cluster,p90_ns,866789.0
py,table_848x480,inproc,848,480,407040,stage:cluster,p95_ns,926688.0
py,table_848x480,inproc,848,480,407040,stage:cluster,p99_ns,1103301.0
py,table_848x480,inproc,848,480,407040,stage:cluster,p99.9_ns,1363759.0
py,table_848x480,inproc,848,480,407040,stage:cluster,max_ns,6818687.0
py,table_848x480,inproc,848,480,407040,stage:cluster,mean_ns,622952.526
py,table_848x480,inproc,848,480,407040,stage:grasp,p50_ns,468252.0
py,table_848x480,inproc,848,480,407040,stage:grasp,p90_ns,569534.0
py,table_848x480,inproc,848,480,407040,stage:grasp,p95_ns,604104.0
py,table_848x480,inproc,848,480,407040,stage:grasp,p99_ns,679554.0
py,table_848x480,inproc,848,480,407040,stage:grasp,p99.9_ns,901649.0
py,table_848x480,inproc,848,480,407040,stage:grasp,max_ns,8029629.0
py,table_848x480,inproc,848,480,407040,stage:grasp,mean_ns,478605.648
py,table_848x480,inproc,848,480,407040,stage:ik,p50_ns,1289436.0
py,table_848x480,inproc,848,480,407040,stage:ik,p90_ns,2006572.0
py,table_848x480,inproc,848,480,407040,stage:ik,p95_ns,2424068.0
py,table_848x480,inproc,848,480,407040,stage:ik,p99_ns,3757008.0
py,table_848x480,inproc,848,480,407040,stage:ik,p99.9_ns,5573959.0
py,table_848x480,inproc,848,480,407040,stage:ik,max_ns,8217845.0
py,table_848x480,inproc,848,480,407040,stage:ik,mean_ns,1455119.971
py,table_848x480,inproc,848,480,407040,stage:traj,p50_ns,58624.0
py,table_848x480,inproc,848,480,407040,stage:traj,p90_ns,85139.0
py,table_848x480,inproc,848,480,407040,stage:traj,p95_ns,100077.0
py,table_848x480,inproc,848,480,407040,stage:traj,p99_ns,134985.0
py,table_848x480,inproc,848,480,407040,stage:traj,p99.9_ns,287655.0
py,table_848x480,inproc,848,480,407040,stage:traj,max_ns,757761.0
py,table_848x480,inproc,848,480,407040,stage:traj,mean_ns,65237.792
py,table_848x480,inproc,848,480,407040,total,p99_ci_low_ns,102835068.0
py,table_848x480,inproc,848,480,407040,total,p99_ci_high_ns,110042732.0
py,table_848x480,inproc,848,480,407040,run,over_budget_fraction,1.0
py,table_848x480,inproc,848,480,407040,run,distinct_frames,100
py,table_848x480,inproc,848,480,407040,run,timer_overhead_ns,211
py,table_848x480,inproc,848,480,407040,run,ik_iterations_median,9.0
py,table_848x480,inproc,848,480,407040,run,bail_plane_not_found,0
py,table_848x480,inproc,848,480,407040,run,bail_not_graspable,0
py,table_848x480,inproc,848,480,407040,run,bail_ik_not_converged,0
py1t,table_640x480,inproc,640,480,307200,total,p50_ns,85753414.0
py1t,table_640x480,inproc,640,480,307200,total,p90_ns,89909740.0
py1t,table_640x480,inproc,640,480,307200,total,p95_ns,91762151.0
py1t,table_640x480,inproc,640,480,307200,total,p99_ns,98740667.0
py1t,table_640x480,inproc,640,480,307200,total,p99.9_ns,108857050.0
py1t,table_640x480,inproc,640,480,307200,total,max_ns,125313810.0
py1t,table_640x480,inproc,640,480,307200,total,mean_ns,86312328.0655
py1t,table_640x480,inproc,640,480,307200,total,samples,2000
py1t,table_640x480,inproc,640,480,307200,stage:decode,p50_ns,11027.0
py1t,table_640x480,inproc,640,480,307200,stage:decode,p90_ns,12280.0
py1t,table_640x480,inproc,640,480,307200,stage:decode,p95_ns,14372.0
py1t,table_640x480,inproc,640,480,307200,stage:decode,p99_ns,46560.0
py1t,table_640x480,inproc,640,480,307200,stage:decode,p99.9_ns,64837.0
py1t,table_640x480,inproc,640,480,307200,stage:decode,max_ns,83911.0
py1t,table_640x480,inproc,640,480,307200,stage:decode,mean_ns,11917.0065
py1t,table_640x480,inproc,640,480,307200,stage:deproject,p50_ns,10724629.0
py1t,table_640x480,inproc,640,480,307200,stage:deproject,p90_ns,11272920.0
py1t,table_640x480,inproc,640,480,307200,stage:deproject,p95_ns,11524244.0
py1t,table_640x480,inproc,640,480,307200,stage:deproject,p99_ns,12388720.0
py1t,table_640x480,inproc,640,480,307200,stage:deproject,p99.9_ns,14779666.0
py1t,table_640x480,inproc,640,480,307200,stage:deproject,max_ns,15083598.0
py1t,table_640x480,inproc,640,480,307200,stage:deproject,mean_ns,10796863.6895
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,p50_ns,11202070.0
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,p90_ns,11830731.0
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,p95_ns,12102494.0
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,p99_ns,13302654.0
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,p99.9_ns,15573439.0
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,max_ns,16086958.0
py1t,table_640x480,inproc,640,480,307200,stage:transform_crop,mean_ns,11306787.075
py1t,table_640x480,inproc,640,480,307200,stage:plane,p50_ns,61221300.0
py1t,table_640x480,inproc,640,480,307200,stage:plane,p90_ns,64479311.0
py1t,table_640x480,inproc,640,480,307200,stage:plane,p95_ns,65923048.0
py1t,table_640x480,inproc,640,480,307200,stage:plane,p99_ns,72236575.0
py1t,table_640x480,inproc,640,480,307200,stage:plane,p99.9_ns,79808046.0
py1t,table_640x480,inproc,640,480,307200,stage:plane,max_ns,99146774.0
py1t,table_640x480,inproc,640,480,307200,stage:plane,mean_ns,61635396.5015
py1t,table_640x480,inproc,640,480,307200,stage:cluster,p50_ns,596621.0
py1t,table_640x480,inproc,640,480,307200,stage:cluster,p90_ns,839595.0
py1t,table_640x480,inproc,640,480,307200,stage:cluster,p95_ns,899851.0
py1t,table_640x480,inproc,640,480,307200,stage:cluster,p99_ns,1044195.0
py1t,table_640x480,inproc,640,480,307200,stage:cluster,p99.9_ns,1187879.0
py1t,table_640x480,inproc,640,480,307200,stage:cluster,max_ns,1263848.0
py1t,table_640x480,inproc,640,480,307200,stage:cluster,mean_ns,603986.4125
py1t,table_640x480,inproc,640,480,307200,stage:grasp,p50_ns,464131.0
py1t,table_640x480,inproc,640,480,307200,stage:grasp,p90_ns,561210.0
py1t,table_640x480,inproc,640,480,307200,stage:grasp,p95_ns,588177.0
py1t,table_640x480,inproc,640,480,307200,stage:grasp,p99_ns,671566.0
py1t,table_640x480,inproc,640,480,307200,stage:grasp,p99.9_ns,783488.0
py1t,table_640x480,inproc,640,480,307200,stage:grasp,max_ns,946543.0
py1t,table_640x480,inproc,640,480,307200,stage:grasp,mean_ns,469309.349
py1t,table_640x480,inproc,640,480,307200,stage:ik,p50_ns,1273833.0
py1t,table_640x480,inproc,640,480,307200,stage:ik,p90_ns,1965630.0
py1t,table_640x480,inproc,640,480,307200,stage:ik,p95_ns,2244853.0
py1t,table_640x480,inproc,640,480,307200,stage:ik,p99_ns,4172025.0
py1t,table_640x480,inproc,640,480,307200,stage:ik,p99.9_ns,4638648.0
py1t,table_640x480,inproc,640,480,307200,stage:ik,max_ns,4979512.0
py1t,table_640x480,inproc,640,480,307200,stage:ik,mean_ns,1426940.4575
py1t,table_640x480,inproc,640,480,307200,stage:traj,p50_ns,56154.0
py1t,table_640x480,inproc,640,480,307200,stage:traj,p90_ns,75542.0
py1t,table_640x480,inproc,640,480,307200,stage:traj,p95_ns,95599.0
py1t,table_640x480,inproc,640,480,307200,stage:traj,p99_ns,118111.0
py1t,table_640x480,inproc,640,480,307200,stage:traj,p99.9_ns,145756.0
py1t,table_640x480,inproc,640,480,307200,stage:traj,max_ns,156108.0
py1t,table_640x480,inproc,640,480,307200,stage:traj,mean_ns,61127.574
py1t,table_640x480,inproc,640,480,307200,total,p99_ci_low_ns,96340862.0
py1t,table_640x480,inproc,640,480,307200,total,p99_ci_high_ns,101232319.0
py1t,table_640x480,inproc,640,480,307200,run,over_budget_fraction,1.0
py1t,table_640x480,inproc,640,480,307200,run,distinct_frames,100
py1t,table_640x480,inproc,640,480,307200,run,timer_overhead_ns,183
py1t,table_640x480,inproc,640,480,307200,run,ik_iterations_median,9.0
py1t,table_640x480,inproc,640,480,307200,run,bail_plane_not_found,0
py1t,table_640x480,inproc,640,480,307200,run,bail_not_graspable,0
py1t,table_640x480,inproc,640,480,307200,run,bail_ik_not_converged,0
